File,Max Score,Avg Score,Number of Files not Found
MathArticles/wpmath0000013/Arbitrarily_varying_channel/160.xml,1,1,0
MathArticles/wpmath0000013/Arcsine_laws_(Wiener_process)/7.xml,1,0.7113361237694682,0
MathArticles/wpmath0000011/Argument_(complex_analysis)/14.xml,1,0.834277141563147,2
MathArticles/wpmath0000004/Asymptotic_analysis/9.xml,1,0.8037072441400153,0
MathArticles/wpmath0000008/Automatically_Tuned_Linear_Algebra_Software/0.xml,1,0.6951066008781672,0
MathArticles/wpmath0000002/Autonomous_system_(mathematics)/28.xml,1,0.613916013008541,1
MathArticles/wpmath0000012/Average_order_of_an_arithmetic_function/98.xml,1,0.649070295299104,0
MathArticles/wpmath0000010/Bachmann–Howard_ordinal/0.xml,0.6914540816326531,0.6396901488940706,1
MathArticles/wpmath0000015/Background_subtraction/20.xml,1,0.6025242055038537,0
MathArticles/wpmath0000014/Backpressure_routing/49.xml,1,0.9250406504065041,0
MathArticles/wpmath0000007/Balian–Low_theorem/0.xml,0.6330659075224292,0.541717424444254,2
MathArticles/wpmath0000007/Ballistic_conduction/19.xml,1,0.9502777777777778,0
MathArticles/wpmath0000004/Barycentric_coordinate_system/106.xml,1,0.7243187034700886,0
MathArticles/wpmath0000008/Base_flow_(random_dynamical_systems)/14.xml,1,1,1
MathArticles/wpmath0000004/Basic_Linear_Algebra_Subprograms/2.xml,1,0.8215743330464716,0
MathArticles/wpmath0000004/Batalin–Vilkovisky_formalism/40.xml,0.47150589748415833,0.45996557471465377,5
MathArticles/wpmath0000006/Bauer–Fike_theorem/4.xml,1,0.7761621819187609,4
MathArticles/wpmath0000008/Bayesian_linear_regression/9.xml,1,0.6856373123347116,1
MathArticles/wpmath0000008/Bending_moment/17.xml,1,0.5968951024674851,1
MathArticles/wpmath0000008/Bending_moment/38.xml,1,0.6742462868888958,0
MathArticles/wpmath0000008/Berlekamp's_algorithm/25.xml,1,0.5069517195214767,0
MathArticles/wpmath0000014/Berlekamp–Welch_algorithm/158.xml,0.6751021924934969,0.6229578335283765,1
MathArticles/wpmath0000001/Bernoulli_number/40.xml,1,1,0
MathArticles/wpmath0000001/Bernoulli_number/86.xml,1,0.5542599984640322,0
MathArticles/wpmath0000008/Betti's_theorem/19.xml,1,0.7288350579693066,0
MathArticles/wpmath0000006/Bicoherence/10.xml,1,0.5043226974494591,1
MathArticles/wpmath0000016/Biconvex_optimization/15.xml,1,1,0
MathArticles/wpmath0000006/Bifurcation_theory/3.xml,1,0.7080173655234038,2
MathArticles/wpmath0000001/Big_O_notation/17.xml,0.5774936632783716,0.5090493067400209,2
MathArticles/wpmath0000001/Binomial_coefficient/171.xml,1,0.6465924855808829,1
MathArticles/wpmath0000004/Bisection_method/8.xml,1,0.685621748815828,0
MathArticles/wpmath0000007/Bispherical_coordinates/4.xml,1,0.9235952107593899,0
MathArticles/wpmath0000004/Black-body_radiation/4.xml,1,0.6067936795670117,0
MathArticles/wpmath0000004/Black-body_radiation/67.xml,1,0.8045996860282575,0
MathArticles/wpmath0000009/Blom's_scheme/7.xml,1,0.4308063579354587,1
MathArticles/wpmath0000002/Bode_plot/32.xml,1,0.9636450216450216,0
MathArticles/wpmath0000002/Bohr_radius/10.xml,1,0.6611497510430697,1
MathArticles/wpmath0000001/Borel-Cantelli_lemma/45.xml,0.5073809523809524,0.45740517442521417,1
MathArticles/wpmath0000009/Borel_right_process/44.xml,0.2866632160110421,0.2204328108054816,3
MathArticles/wpmath0000001/Borel–Cantelli_lemma/21.xml,0.85,0.6405318263477814,1
MathArticles/wpmath0000003/Borel–Kolmogorov_paradox/3.xml,1,0.7521830377090694,3
MathArticles/wpmath0000005/Bornological_space/62.xml,1,1,0
MathArticles/wpmath0000001/Born–Oppenheimer_approximation/86.xml,0,0,10
MathArticles/wpmath0000013/Bose–Mesner_algebra/65.xml,1,1,5
MathArticles/wpmath0000014/Bounded_type_(mathematics)/28.xml,1,0.9344135802469136,1
MathArticles/wpmath0000009/Boyle_temperature/2.xml,1,0.558217890633967,1
MathArticles/wpmath0000001/Bra–ket_notation/45.xml,0,0,10
MathArticles/wpmath0000006/Brier_score/17.xml,1,0.5923586480631248,1
MathArticles/wpmath0000016/Briggs–Bers_criterion/34.xml,1,1,0
MathArticles/wpmath0000007/Buck_converter/62.xml,0.9884920634920635,0.5588880282423966,0
MathArticles/wpmath0000007/Buzen's_algorithm/7.xml,1,0.5939649068188497,0
MathArticles/wpmath0000006/C++_Technical_Report_1/16.xml,1,0.7391473447068023,0
MathArticles/wpmath0000015/CDP-L-myo-inositol_myo-inositolphosphotransferase/0.xml,0.2833333333333333,0.25699462447302196,0
MathArticles/wpmath0000008/CLEO_(particle_detector)/15.xml,0.2916666666666667,0.2281834048610451,1
MathArticles/wpmath0000004/Canonical_quantization/14.xml,0.7295238095238096,0.4943470615841044,1
MathArticles/wpmath0000005/Canonical_ring/6.xml,0.4172464067594251,0.38964305639346375,0
MathArticles/wpmath0000003/Canonical_transformation/88.xml,0.42020975056689347,0.384521039308824,1
MathArticles/wpmath0000013/Capacitated_minimum_spanning_tree/29.xml,0.6055172413793104,0.467125397037008,0
MathArticles/wpmath0000007/Carathéodory–Jacobi–Lie_theorem/4.xml,0.6173611111111111,0.5424864389470745,0
MathArticles/wpmath0000008/Carnot_cycle/2.xml,0.5063672438672437,0.4621265721071922,1
MathArticles/wpmath0000007/Carry-save_adder/0.xml,0.49006410256410254,0.43839162950575994,0
MathArticles/wpmath0000004/Cartan_decomposition/23.xml,0.5977777777777777,0.5977777777777777,0
MathArticles/wpmath0000016/Cartan_pair/4.xml,0.5735849056603773,0.5231760538067238,0
MathArticles/wpmath0000014/Cartesian_monoid/5.xml,0.4083333333333334,0.3892059205724993,0
MathArticles/wpmath0000009/Catalycity/2.xml,0.5837472527472528,0.5118552689377855,0
MathArticles/wpmath0000008/Category_Spiric_sections/0.xml,0.4565966476680763,0.404182959782435,0
MathArticles/wpmath0000001/Catenary/62.xml,0.2866670910788558,0.2866670910788558,0
MathArticles/wpmath0000007/Cauchy_condensation_test/28.xml,0.6239583333333334,0.5016366535706622,0
MathArticles/wpmath0000004/Cauchy_product/83.xml,0.3942307692307692,0.3942307692307692,1
MathArticles/wpmath0000007/Cauchy_stress_tensor/214.xml,0.4389956266455517,0.39366421609234864,6
MathArticles/wpmath0000006/Cellular_homology/51.xml,0.35304232804232805,0.33544973544973544,2
MathArticles/wpmath0000001/Centimetre–gram–second_system_of_units/20.xml,0.5526315789473684,0.4886856536391993,0
MathArticles/wpmath0000006/Change_of_variables/86.xml,0.522849025974026,0.4672798800128237,0
MathArticles/wpmath0000009/Channel-state_duality/3.xml,0.5836274509803921,0.4987552004512959,1
MathArticles/wpmath0000013/Chaotic_mixing/39.xml,0.5600902850902851,0.4483047745479208,0
MathArticles/wpmath0000002/Chebyshev_polynomials/32.xml,0.5820613042766786,0.5052846224297914,3
MathArticles/wpmath0000002/Chern_class/8.xml,0.498587078344541,0.4085837689713503,1
MathArticles/wpmath0000003/Chern–Simons_theory/12.xml,0.3422229189892233,0.23500220345598058,0
MathArticles/wpmath0000006/Chevalley_scheme/10.xml,0.834375,0.6076533869395712,0
MathArticles/wpmath0000013/Cipolla's_algorithm/23.xml,0.6557926829268292,0.4974125822488417,0
MathArticles/wpmath0000013/Cipolla's_algorithm/72.xml,0.45938852813852815,0.3101154401154401,0
MathArticles/wpmath0000006/Circle_bundle/5.xml,0.33614864864864863,0.3236088011088011,1
MathArticles/wpmath0000003/Circle_of_a_sphere/5.xml,0.41027206873315364,0.313752174724613,0
MathArticles/wpmath0000003/Circle_of_a_sphere/7.xml,0.4553140096618358,0.3823728339706977,1
MathArticles/wpmath0000014/Class_kappa_function/3.xml,0.5891414141414142,0.5404746434328479,0
MathArticles/wpmath0000014/Classical_Cepheid_variable/6.xml,0.38508920505871724,0.38367197149862653,3
MathArticles/wpmath0000014/Classical_central-force_problem/6.xml,0.4213636845171884,0.3654544593463375,0
MathArticles/wpmath0000007/Clausius_theorem/14.xml,0.5992857142857142,0.5578333552531242,1
MathArticles/wpmath0000004/Clausius–Mossotti_relation/1.xml,0.41183574879227053,0.35486128628132063,2
MathArticles/wpmath0000004/Clebsch–Gordan_coefficients/57.xml,0.2470240728215138,0.24638459632914045,2
MathArticles/wpmath0000008/Clenshaw–Curtis_quadrature/17.xml,0.3271428571428571,0.3271428571428571,1
MathArticles/wpmath0000015/Cluster-expansion_approach/1.xml,1,0.6300935828877006,0
MathArticles/wpmath0000009/Clutter_(radar)/18.xml,1,0.7969603835661576,0
MathArticles/wpmath0000013/Cnoidal_wave/60.xml,1,0.7335646409322343,0
MathArticles/wpmath0000004/Coefficient_of_variation/29.xml,1,0.7318618969937294,0
MathArticles/wpmath0000002/Collision_detection/51.xml,1,0.9701851851851852,0
MathArticles/wpmath0000002/Column_space/6.xml,1,0.6175758792421794,1
MathArticles/wpmath0000004/Combinatorial_number_system/11.xml,1,0.7505764523057324,0
MathArticles/wpmath0000004/Combinatorial_number_system/8.xml,1,0.676305442072732,0
MathArticles/wpmath0000004/Comma_category/154.xml,1,0.7054175685425685,0
MathArticles/wpmath0000003/Common_collector/24.xml,1,0.7319451310189132,0
MathArticles/wpmath0000001/Communication_complexity/4.xml,1,0.8270629765727805,1
MathArticles/wpmath0000012/Commutation_theorem/20.xml,1,0.8090261067004274,4
MathArticles/wpmath0000002/Commutative_property/11.xml,1,0.8724188034188034,0
MathArticles/wpmath0000008/Compact_closed_category/24.xml,1,0.6235223026431475,0
MathArticles/wpmath0000008/Compact_convergence/6.xml,1,0.9680555555555556,0
MathArticles/wpmath0000001/Compass-and-straightedge_construction/5.xml,1,0.7437675548182233,0
MathArticles/wpmath0000013/Compatibility_(mechanics)/14.xml,1,0.9550263157894737,0
MathArticles/wpmath0000002/Complex_geometry/17.xml,1,0.6846281150401429,0
MathArticles/wpmath0000001/Complex_number/56.xml,1,0.9263700738916256,0
MathArticles/wpmath0000004/Complex_projective_space/3.xml,1,0.3871304109012471,1
MathArticles/wpmath0000004/Compound_Poisson_distribution/1.xml,1,0.9491554665288188,1
MathArticles/wpmath0000014/Computer_for_operations_with_functions/66.xml,1,0.8304392446633826,0
MathArticles/wpmath0000002/Concrete_category/3.xml,1,0.7054802626039736,0
MathArticles/wpmath0000005/Confluent_hypergeometric_function/96.xml,1,0.8715029724587817,1
MathArticles/wpmath0000004/Conformal_symmetry/0.xml,1,0.6173749856536692,0
MathArticles/wpmath0000015/Conformastatic_spacetimes/2.xml,1,0.7542646750694696,0
MathArticles/wpmath0000013/Congestion_game/76.xml,1,0.599383857637754,0
MathArticles/wpmath0000004/Conical_surface/13.xml,1,0.7152512422091243,0
MathArticles/wpmath0000002/Conjunctive_normal_form/245.xml,1,1,0
MathArticles/wpmath0000002/Conjunctive_normal_form/247.xml,1,0.9508793103448275,0
MathArticles/wpmath0000002/Conjunctive_normal_form/84.xml,1,0.7556970522567538,0
MathArticles/wpmath0000015/Connective_constant/51.xml,1,0.6409262125693415,1
MathArticles/wpmath0000013/Connes_embedding_problem/5.xml,1,0.6031960054065093,0
MathArticles/wpmath0000011/Constellation_model/53.xml,1,0.49024565715658835,0
MathArticles/wpmath0000004/Constitutive_equation/44.xml,1,0.8040175847038951,0
MathArticles/wpmath0000003/Constructible_universe/0.xml,1,0.5800690116800431,2
MathArticles/wpmath0000009/Contact_mechanics/29.xml,1,0.5649787697675458,1
MathArticles/wpmath0000009/Content_(measure_theory)/19.xml,1,0.9825708061002179,1
MathArticles/wpmath0000003/Continuous_linear_extension/35.xml,1,0.7063430423249447,0
MathArticles/wpmath0000001/Continuum_mechanics/152.xml,1,0.9698275862068966,0
MathArticles/wpmath0000001/Continuum_mechanics/82.xml,1,0.6118279407956634,0
MathArticles/wpmath0000005/Convex_optimization/31.xml,1,0.9261189498321851,2
MathArticles/wpmath0000007/Cook's_distance/0.xml,1,0.5516381996441209,1
MathArticles/wpmath0000007/Cook's_distance/10.xml,1,0.8060883303938859,0
MathArticles/wpmath0000015/Coons_patch/0.xml,1,0.6610699082537398,1
MathArticles/wpmath0000004/Cooperative_game/149.xml,1,1,0
MathArticles/wpmath0000014/Coorbit_theory/5.xml,1,0.6061368461861233,2
MathArticles/wpmath0000014/Coppersmith's_Attack/31.xml,1,0.48942307692307696,0
MathArticles/wpmath0000005/Correlation_function_(statistical_mechanics)/10.xml,1,1,0
MathArticles/wpmath0000005/Correlation_function_(statistical_mechanics)/22.xml,1,0.7094708994877564,1
MathArticles/wpmath0000012/Cotangent_complex/17.xml,1,0.6217542277985522,0
MathArticles/wpmath0000012/Coulomb_wave_function/17.xml,1,0.5223018691331884,0
MathArticles/wpmath0000005/Countable_chain_condition/0.xml,1,0.5919771398429935,1
MathArticles/wpmath0000002/Counting_measure/6.xml,1,1,4
MathArticles/wpmath0000008/Courant_bracket/15.xml,1,0.5491830830540814,1
MathArticles/wpmath0000005/Cournot_competition/56.xml,1,0.6781987137668325,0
MathArticles/wpmath0000003/Covariant_derivative/40.xml,1,0.5548862191232011,0
MathArticles/wpmath0000003/Cramér–Rao_bound/54.xml,1,0.9577380952380952,6
MathArticles/wpmath0000003/Cramér–Rao_bound/58.xml,0.5157142857142857,0.46119047619047615,8
MathArticles/wpmath0000008/Cross-entropy_method/7.xml,1,0.6302911338802611,1
MathArticles/wpmath0000008/Crossed_ladders_problem/28.xml,1,0.7896912661655042,0
MathArticles/wpmath0000008/Crosswordese/23.xml,1,0.9673333333333334,0
MathArticles/wpmath0000001/Curvature/11.xml,1,1,0
MathArticles/wpmath0000004/Curvilinear_coordinates/40.xml,1,0.7270827188111915,0
MathArticles/wpmath0000004/Curvilinear_coordinates/8.xml,1,0.5111939469792501,0
MathArticles/wpmath0000007/Cyclic_code/12.xml,1,0.574796783595146,1
MathArticles/wpmath0000007/Cyclic_code/25.xml,1,0.9606481481481481,1
MathArticles/wpmath0000001/Cyclic_redundancy_check/2.xml,1,0.8109235750437229,1
MathArticles/wpmath0000009/Céa's_lemma/142.xml,0.5866783679283679,0.5532143974440948,6
MathArticles/wpmath0000007/D'Alembert's_formula/24.xml,1,0.6087185157443201,0
MathArticles/wpmath0000014/Dagum_distribution/9.xml,1,0.5804558412339808,3
MathArticles/wpmath0000007/Damerau–Levenshtein_distance/13.xml,1,0.890887886763901,2
MathArticles/wpmath0000016/Datafly_algorithm/13.xml,1,1,0
MathArticles/wpmath0000015/Davenport_constant/5.xml,1,0.6413435442768269,0
MathArticles/wpmath0000014/De_Donder–Weyl_theory/0.xml,0.5081845238095238,0.42044791949947086,1
MathArticles/wpmath0000008/De_Gua's_theorem/3.xml,0.507051282051282,0.40690145262613653,2
MathArticles/wpmath0000003/De_Sitter_universe/7.xml,0.7525862068965516,0.6995889208173691,1
MathArticles/wpmath0000012/Decoherence-free_subspaces/60.xml,0.30051942186088526,0.30051942186088526,0
MathArticles/wpmath0000004/Decomposition_of_spectrum_(functional_analysis)/29.xml,0.5391534391534392,0.4211695822806934,1
MathArticles/wpmath0000012/Deformation_(mechanics)/26.xml,0.6714285714285715,0.5405008460057352,0
MathArticles/wpmath0000003/Degenerate_conic/15.xml,0.4581168831168831,0.3856542231443369,1
MathArticles/wpmath0000006/Degenerate_energy_levels/165.xml,0.5277777777777778,0.4277369281045752,2
MathArticles/wpmath0000006/Degenerate_energy_levels/75.xml,0.541711590296496,0.4770177132000089,0
MathArticles/wpmath0000013/Degrees_of_freedom_(physics_and_chemistry)/25.xml,0.22546101288269962,0.22546101288269962,2
MathArticles/wpmath0000007/Delay_differential_equation/5.xml,0,0,10
MathArticles/wpmath0000014/Demazure_module/0.xml,0.30834261579875616,0.30834261579875616,0
MathArticles/wpmath0000001/Density_matrix/35.xml,0.515,0.43578758241427973,0
MathArticles/wpmath0000001/Density_matrix/42.xml,0.43317610062893086,0.3922674779124659,2
MathArticles/wpmath0000003/Density_of_air/20.xml,1,0.8882724301841949,0
MathArticles/wpmath0000001/Depth_of_field/198.xml,0.20893293214721786,0.20893293214721786,9
MathArticles/wpmath0000014/Depth_of_noncommutative_subrings/15.xml,0.5083438685208597,0.4648472774065378,4
MathArticles/wpmath0000012/Derivation_of_the_Routh_array/107.xml,0.6083333333333334,0.6083333333333334,0
MathArticles/wpmath0000003/Deutsch–Jozsa_algorithm/47.xml,0.22775843947718946,0.22505288963135187,0
MathArticles/wpmath0000014/Diamond_coconut_model/20.xml,1,0.6791295898472212,2
MathArticles/wpmath0000007/Difference_in_differences/19.xml,1,0.973551724137931,0
MathArticles/wpmath0000005/Differential_algebra/13.xml,1,1,0
MathArticles/wpmath0000002/Differential_form/11.xml,1,0.8624999999999999,0
MathArticles/wpmath0000002/Differential_operator/35.xml,1,0.7927899790739844,1
MathArticles/wpmath0000004/Differentiation_under_the_integral_sign/10.xml,1,0.8387204364991391,0
MathArticles/wpmath0000001/Digital_filter/19.xml,1,0.5575911447131371,1
MathArticles/wpmath0000001/Dimension/14.xml,1,0.7099838878844964,0
MathArticles/wpmath0000001/Dimensional_analysis/93.xml,1,0.6112745716058345,1
MathArticles/wpmath0000006/Dini_derivative/1.xml,1,0.6736967260322524,0
MathArticles/wpmath0000001/Dirac_equation/76.xml,1,0.7009139806553599,3
MathArticles/wpmath0000004/Direct_methanol_fuel_cell/3.xml,0.5321168019057545,0.46291627263856633,0
MathArticles/wpmath0000003/Directional_derivative/15.xml,0.6085858585858586,0.5377806732911671,1
MathArticles/wpmath0000009/Dirichlet_algebra/0.xml,1,1,0
MathArticles/wpmath0000003/Dirichlet_eta_function/7.xml,1,0.5355350074209272,2
MathArticles/wpmath0000005/Discrete_Laplace_operator/24.xml,1,0.8922149083600838,1
MathArticles/wpmath0000003/Discretization/38.xml,1,0.41045829623054514,0
MathArticles/wpmath0000002/Dispersion_(optics)/9.xml,1,0.9249050332383666,1
MathArticles/wpmath0000015/Dispersive_body_waves/2.xml,1,0.7755054731426855,1
MathArticles/wpmath0000001/Distribution_(mathematics)/0.xml,1,0.6382949196094391,0
MathArticles/wpmath0000007/Distribution_(pharmacology)/0.xml,1,0.6113276026947757,0
MathArticles/wpmath0000016/Distribution_learning_theory/101.xml,1,1,2
MathArticles/wpmath0000004/Divergent_series/7.xml,1,0.6547248456110799,0
MathArticles/wpmath0000004/Divided_differences/25.xml,1,0.6167906654698154,0
MathArticles/wpmath0000007/Division_algorithm/3.xml,1,0.8626315789473684,0
MathArticles/wpmath0000008/Divisor_summatory_function/47.xml,1,0.6637250013109254,0
MathArticles/wpmath0000003/Dodecagon/4.xml,1,0.4519083714922369,0
MathArticles/wpmath0000004/Downhill_creep/3.xml,1,0.5729771069878757,0
MathArticles/wpmath0000016/Draft_Knockoff_filter/6.xml,1,0.5140534615261743,1
MathArticles/wpmath0000016/Draft_Mutual_energy_theorem/43.xml,1,0.7470733268281611,0
MathArticles/wpmath0000015/Drift_plus_penalty/75.xml,0.5395109395109394,0.4420249169079349,3
MathArticles/wpmath0000014/Duality_gap/1.xml,1,1,2
MathArticles/wpmath0000009/Ducci_sequence/3.xml,1,0.5200934357973529,0
MathArticles/wpmath0000007/Duhamel's_integral/11.xml,1,0.6417368672966122,0
MathArticles/wpmath0000007/Durand–Kerner_method/39.xml,0.601878078817734,0.506447266782687,2
MathArticles/wpmath0000012/Durbin_test/15.xml,1,0.4936137677636066,0
MathArticles/wpmath0000001/Duty_cycle/0.xml,1,0.6293325942857559,0
MathArticles/wpmath0000005/Dyck_language/54.xml,1,0.7870788422943595,1
MathArticles/wpmath0000012/Dynamic_rectangle/6.xml,1,1,1
MathArticles/wpmath0000005/Eccentricity_(mathematics)/13.xml,1,0.826400483968542,0
MathArticles/wpmath0000008/Ecosystem_model/1.xml,1,0.6399722152001572,1
MathArticles/wpmath0000005/Edge-graceful_labeling/2.xml,1,0.710763888888889,2
MathArticles/wpmath0000004/Edge_coloring/72.xml,0.7982456140350878,0.6143618125564356,0
MathArticles/wpmath0000004/Edgeworth_series/47.xml,0.4319047619047619,0.36265476190476187,0
MathArticles/wpmath0000016/Effect_Model_law/28.xml,1,0.655204991959944,1
MathArticles/wpmath0000013/Efficiency_(statistics)/2.xml,1,0.7683903078762473,1
MathArticles/wpmath0000005/Egorov's_theorem/0.xml,1,0.6463068024471004,0
MathArticles/wpmath0000016/Eigenstate_thermalization_hypothesis/36.xml,1,0.6584424313612484,0
MathArticles/wpmath0000006/Eigenvalues_and_eigenvectors/175.xml,0.4375,0.4334150326797386,1
MathArticles/wpmath0000009/Eilenberg–Moore_spectral_sequence/2.xml,0.6410544217687075,0.5396004360566998,2
MathArticles/wpmath0000005/Eisenstein_series/4.xml,1,0.5966824959117275,1
MathArticles/wpmath0000014/Electric_dipole_moment/43.xml,0.47404761904761905,0.41926999434946827,0
MathArticles/wpmath0000001/Electrical_impedance/18.xml,0.4902777777777778,0.436437432558645,0
MathArticles/wpmath0000005/Electromagnetically_induced_transparency/6.xml,1,1,8
MathArticles/wpmath0000007/Electron_electric_dipole_moment/0.xml,1,0.6853986315653309,0
MathArticles/wpmath0000001/Elementary_algebra/218.xml,1,0.7042643240616842,0
MathArticles/wpmath0000009/Elliptic_boundary_value_problem/64.xml,1,1,2
MathArticles/wpmath0000007/Elliptic_cylindrical_coordinates/18.xml,1,0.7116356730063211,0
MathArticles/wpmath0000008/Elliptic_rational_functions/40.xml,1,0.6540632720538412,0
MathArticles/wpmath0000013/Entanglement-assisted_stabilizer_formalism/28.xml,1,0.7692255835900794,2
MathArticles/wpmath0000012/Entropic_vector/56.xml,1,0.6623481175310088,0
MathArticles/wpmath0000015/Entropy_production/34.xml,1,0.9791666666666666,0
MathArticles/wpmath0000004/Envelope_(mathematics)/20.xml,1,0.6366129685339987,0
MathArticles/wpmath0000016/Equation-free_modeling/3.xml,1,0.882962962962963,4
MathArticles/wpmath0000001/Equation_of_state/125.xml,0.18118131868131865,0.18118131868131865,0
MathArticles/wpmath0000013/Equilibrium_chemistry/31.xml,1,0.6328074886659446,2
MathArticles/wpmath0000013/Equilibrium_chemistry/32.xml,1,0.4763414381738254,0
MathArticles/wpmath0000012/Equivalent_impedance_transforms/16.xml,1,0.7547063747164817,0
MathArticles/wpmath0000012/Ergodic_process/11.xml,1,0.6349561021824228,1
MathArticles/wpmath0000001/Euclidean_space/20.xml,1,1,2
MathArticles/wpmath0000001/Euclidean_space/22.xml,1,1,0
MathArticles/wpmath0000012/Euler's_factorization_method/22.xml,1,0.7737033136000921,0
MathArticles/wpmath0000001/Euler-Maclaurin_formula/51.xml,0.5078251458686242,0.47573295000376864,0
MathArticles/wpmath0000002/Euler_characteristic/19.xml,0.7950489110372831,0.676095505187174,0
MathArticles/wpmath0000006/Euler_function/11.xml,0.502920819490587,0.4228261471781367,0
MathArticles/wpmath0000012/Euler_spiral/9.xml,0.5067460317460317,0.46369954639547006,4
MathArticles/wpmath0000006/Euler–Bernoulli_beam_theory/40.xml,0.5152941825340257,0.4592936845341801,1
MathArticles/wpmath0000004/Exact_coloring/3.xml,1,0.7880758481016656,3
MathArticles/wpmath0000006/Exact_cover/14.xml,1,1,0
MathArticles/wpmath0000003/Exact_differential/60.xml,0.44666666666666666,0.4265276768302201,0
MathArticles/wpmath0000012/Exact_division/18.xml,1,1,2
MathArticles/wpmath0000014/Existential_theory_of_the_reals/13.xml,1,0.6707695122783106,1
MathArticles/wpmath0000014/Expander_code/110.xml,1,0.5788096348225943,1
MathArticles/wpmath0000008/Expansive/16.xml,1,1,4
MathArticles/wpmath0000009/Expected_shortfall/15.xml,1,0.6339026209061792,1
MathArticles/wpmath0000001/Exponential_distribution/28.xml,1,0.5640381480633532,0
MathArticles/wpmath0000005/Extended_X-ray_absorption_fine_structure/4.xml,1,0.5264727840487134,0
MathArticles/wpmath0000004/F-statistics/0.xml,1,0.5462987186242141,1
MathArticles/wpmath0000013/FEE_method/67.xml,0.4443856554967666,0.36227504555593587,2
MathArticles/wpmath0000012/FKG_inequality/41.xml,0.5839102564102564,0.5524516687016687,1
MathArticles/wpmath0000012/FOSD_origami/5.xml,0.6330532212885154,0.5337786499889944,0
MathArticles/wpmath0000014/Factor_regression_model/15.xml,0.7817021276595745,0.6070042677916015,0
MathArticles/wpmath0000015/Factor_system/6.xml,0.5727124183006536,0.45316021271112983,1
MathArticles/wpmath0000001/Factorial/58.xml,0.5466931216931217,0.3918022514735786,1
MathArticles/wpmath0000001/Factorial/79.xml,0.49006410256410254,0.49006410256410254,0
MathArticles/wpmath0000005/Faraday_cup/54.xml,0.6284057971014494,0.4916529020191596,1
MathArticles/wpmath0000005/Fast_wavelet_transform/34.xml,0.48754901960784314,0.4084047496068665,0
